DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2016,99.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2017,100.1,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2018,100.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2019,101.7,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2020,101.2,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2021,103.6,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2022,112.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2023,117.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Ireland,2024,119.4,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2013,98.76,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2014,99.74,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2016,100.79,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2017,99.13,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2018,99.86,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2019,101.85,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2020,103.06,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2021,106.84,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2022,112.96,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2023,121.96,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Iceland,2024,127.47,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2013,99.7,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2014,99.9,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2015,100.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2016,99.9,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2017,101.3,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2018,102.5,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2019,103.2,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2020,103.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2021,105.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2022,114.2,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2023,120.9,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Italy,2024,122.3,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2013,100.44,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2014,100.68,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2016,100.68,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2017,104.42,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2018,107.07,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2019,109.47,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2020,110.63,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2021,115.75,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2022,137.57,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2023,149.52,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Lithuania,2024,150.79,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2013,99.25,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2014,99.94,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2016,100.04,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2017,102.15,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2018,104.21,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2019,105.93,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2020,105.93,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2021,109.61,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2022,118.55,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2023,122.02,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Luxembourg,2024,124.77,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2013,99.11,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2014,99.79,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2016,100.10,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2017,103.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2018,105.63,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2019,108.53,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2020,108.62,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2021,112.14,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2022,131.47,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2023,143.38,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Latvia,2024,145.32,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2015,100.00,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2016,99.93,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2017,102.68,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2018,105.39,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2019,105.94,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2020,105.39,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2021,108.03,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2022,120.92,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2023,131.50,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Montenegro,2024,136.24,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2013,99.91,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2014,99.87,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2015,100.00,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2016,100.24,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2017,102.35,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2018,104.66,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2019,105.42,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2020,106.73,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2021,110.36,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2022,125.83,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2023,137.15,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,North Macedonia,2024,142.96,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2013,98.08,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2014,98.84,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2016,100.90,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2017,102.18,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2018,103.95,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2019,105.54,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2020,106.37,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2021,107.12,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2022,113.69,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2023,120.01,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Malta,2024,122.94,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2013,99.47,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2014,99.79,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2016,100.11,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2017,101.40,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2018,103.02,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2019,105.78,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2020,106.96,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2021,109.98,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2022,122.78,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2023,127.81,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Netherlands,2024,131.92,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2013,96.2,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2014,98.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2015,100.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2016,103.9,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2017,105.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2018,109.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2019,111.5,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2020,112.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2021,117.2,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2022,124.5,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2023,131.6,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Norway,2024,135.4,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2013,100.6,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2014,100.7,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2015,100.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2016,99.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2017,101.4,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2018,102.6,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2019,104.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2020,108.6,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2021,114.3,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2022,129.4,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2023,143.5,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Poland,2024,148.7,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2013,99.65,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2014,99.50,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2016,100.64,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2017,102.20,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2018,103.40,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2019,103.71,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2020,103.58,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2021,104.55,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2022,113.03,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2023,118.98,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Portugal,2024,122.15,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2013,99.04,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2014,100.41,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2016,98.93,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2017,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2018,104.08,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2019,108.15,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2020,110.67,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2021,115.21,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2022,129.06,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2023,141.64,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Romania,2024,149.91,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2013,96.3,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2014,98.5,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2015,100.0,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2016,101.3,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2017,104.7,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2018,106.8,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2019,108.8,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2020,110.7,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2021,115.2,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2022,128.7,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2023,144.2,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Serbia,2024,151.1,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2013,99.10,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2014,99.30,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2016,101.14,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2017,103.02,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2018,105.12,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2019,106.93,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2020,107.63,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2021,110.49,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2022,119.39,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2023,126.44,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Sweden,2024,128.98,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2013,100.40,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2014,100.77,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2016,99.85,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2017,101.40,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2018,103.36,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2019,105.11,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2020,104.82,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2021,106.97,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2022,116.94,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2023,125.38,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovenia,2024,127.87,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2013,100.45,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2014,100.35,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2015,100.00,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2016,99.52,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2017,100.90,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2018,103.46,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2019,106.33,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2020,108.47,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2021,111.53,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2022,125.05,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2023,138.79,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Slovakia,2024,143.17,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2013,85.22,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2014,92.81,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2015,100.00,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2016,107.66,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2017,119.63,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2018,139.17,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2019,160.30,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2020,179.98,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2021,215.24,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2022,370.82,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2023,570.94,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,Türkiye,2024,905.21,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2013,98.5,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2014,100.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2015,100.0,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2016,100.7,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2017,103.4,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2018,105.9,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United Kingdom,2019,107.8,,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United States,2013,99.46,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United States,2014,100.76,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United States,2015,100.00,d,
ESTAT:TEC00027(1.0),19/03/25 11:00:00,Annual,Annual average index,All-items HICP,United States,2016,100.57,d,
