reason,citizen,geo,year,Illegal Third Country Nationals
Overstay,Côte d’Ivoire,Cyprus,2023,5.0
Overstay,Côte d’Ivoire,Spain,2021,145.0
Overstay,Côte d’Ivoire,Spain,2022,1990.0
Overstay,Côte d’Ivoire,Spain,2023,1620.0
Overstay,Côte d’Ivoire,France,2021,30.0
Overstay,Côte d’Ivoire,France,2022,60.0
Overstay,Côte d’Ivoire,France,2023,110.0
Overstay,Côte d’Ivoire,Malta,2021,10.0
Overstay,Côte d’Ivoire,Portugal,2021,5.0
Overstay,Côte d’Ivoire,Romania,2023,5.0
Overstay,Chile,Switzerland,2020,15.0
Overstay,Chile,Switzerland,2021,5.0
Overstay,Chile,Switzerland,2022,15.0
Overstay,Chile,Switzerland,2023,10.0
Overstay,Chile,Denmark,2023,5.0
Overstay,Chile,Spain,2021,125.0
Overstay,Chile,Spain,2022,230.0
Overstay,Chile,Spain,2023,235.0
Overstay,Chile,Finland,2023,5.0
Overstay,Chile,France,2021,5.0
Overstay,Chile,France,2022,5.0
Overstay,Chile,France,2023,5.0
Overstay,Chile,Malta,2021,5.0
Overstay,Chile,Portugal,2022,5.0
Overstay,Chile,Romania,2021,5.0
Overstay,Chile,Romania,2022,5.0
Overstay,Chile,Romania,2023,5.0
Overstay,Chile,Sweden,2021,10.0
Overstay,Chile,Sweden,2023,5.0
Overstay,Cameroon,Switzerland,2020,50.0
Overstay,Cameroon,Switzerland,2021,40.0
Overstay,Cameroon,Switzerland,2022,50.0
Overstay,Cameroon,Switzerland,2023,100.0
Overstay,Cameroon,Cyprus,2023,30.0
Overstay,Cameroon,Czechia,2023,5.0
Overstay,Cameroon,Denmark,2023,10.0
Overstay,Cameroon,Estonia,2021,5.0
Overstay,Cameroon,Estonia,2023,5.0
Overstay,Cameroon,Spain,2021,85.0
Overstay,Cameroon,Spain,2022,470.0
Overstay,Cameroon,Spain,2023,215.0
Overstay,Cameroon,Finland,2021,5.0
Overstay,Cameroon,Finland,2023,10.0
Overstay,Cameroon,France,2021,5.0
Overstay,Cameroon,France,2022,10.0
Overstay,Cameroon,France,2023,30.0
Overstay,Cameroon,Ireland,2022,5.0
Overstay,Cameroon,Latvia,2023,5.0
Overstay,Cameroon,Romania,2021,10.0
Overstay,Cameroon,Romania,2022,15.0
Overstay,Cameroon,Romania,2023,20.0
Overstay,China,Bulgaria,2021,5.0
Overstay,China,Bulgaria,2022,10.0
Overstay,China,Bulgaria,2023,5.0
Overstay,China,Switzerland,2020,95.0
Overstay,China,Switzerland,2021,80.0
Overstay,China,Switzerland,2022,90.0
Overstay,China,Switzerland,2023,160.0
Overstay,China,Cyprus,2023,10.0
Overstay,China,Czechia,2021,25.0
Overstay,China,Czechia,2022,45.0
Overstay,China,Czechia,2023,50.0
Overstay,China,Denmark,2021,15.0
Overstay,China,Denmark,2022,15.0
Overstay,China,Denmark,2023,115.0
Overstay,China,Estonia,2022,5.0
Overstay,China,Spain,2021,430.0
Overstay,China,Spain,2023,650.0
Overstay,China,Finland,2021,15.0
Overstay,China,Finland,2022,35.0
Overstay,China,Finland,2023,60.0
Overstay,China,France,2021,80.0
Overstay,China,France,2022,75.0
Overstay,China,France,2023,285.0
Overstay,China,Croatia,2021,10.0
Overstay,China,Croatia,2022,5.0
Overstay,China,Croatia,2023,10.0
Overstay,China,Hungary,2021,15.0
Overstay,China,Hungary,2022,15.0
Overstay,China,Hungary,2023,20.0
Overstay,China,Ireland,2021,35.0
Overstay,China,Ireland,2022,40.0
Overstay,China,Ireland,2023,30.0
Overstay,China,Italy,2022,25.0
Overstay,China,Italy,2023,20.0
Overstay,China,Luxembourg,2023,5.0
Overstay,China,Latvia,2022,5.0
Overstay,China,Latvia,2023,15.0
Overstay,China,Montenegro,2021,5.0
Overstay,China,Montenegro,2023,15.0
Overstay,China,Malta,2021,5.0
Overstay,China,Malta,2022,10.0
Overstay,China,Malta,2023,10.0
Overstay,China,Poland,2021,30.0
Overstay,China,Poland,2022,10.0
Overstay,China,Poland,2023,20.0
Overstay,China,Portugal,2021,15.0
Overstay,China,Portugal,2022,5.0
Overstay,China,Portugal,2023,10.0
Overstay,China,Romania,2021,10.0
Overstay,China,Romania,2022,100.0
Overstay,China,Romania,2023,75.0
Overstay,China,Sweden,2021,5.0
Overstay,China,Sweden,2023,10.0
Overstay,Colombia,Bulgaria,2022,5.0
Overstay,Colombia,Switzerland,2020,75.0
Overstay,Colombia,Switzerland,2021,100.0
Overstay,Colombia,Switzerland,2022,130.0
Overstay,Colombia,Switzerland,2023,125.0
Overstay,Colombia,Cyprus,2023,5.0
Overstay,Colombia,Czechia,2023,5.0
Overstay,Colombia,Denmark,2023,5.0
Overstay,Colombia,Estonia,2021,5.0
Overstay,Colombia,Estonia,2022,5.0
Overstay,Colombia,Spain,2021,3900.0
Overstay,Colombia,Spain,2022,7830.0
Overstay,Colombia,Spain,2023,11335.0
Overstay,Colombia,France,2021,5.0
Overstay,Colombia,France,2022,15.0
Overstay,Colombia,France,2023,15.0
Overstay,Colombia,Croatia,2023,5.0
Overstay,Colombia,Hungary,2022,5.0
Overstay,Colombia,Hungary,2023,10.0
Overstay,Colombia,Italy,2022,5.0
Overstay,Colombia,Malta,2021,20.0
Overstay,Colombia,Malta,2022,25.0
Overstay,Colombia,Malta,2023,30.0
Overstay,Colombia,Poland,2022,15.0
Overstay,Colombia,Poland,2023,110.0
Overstay,Colombia,Portugal,2021,15.0
Overstay,Colombia,Portugal,2022,45.0
Overstay,Colombia,Portugal,2023,45.0
Overstay,Colombia,Romania,2021,5.0
Overstay,Colombia,Romania,2022,60.0
Overstay,Colombia,Romania,2023,25.0
Overstay,Colombia,Sweden,2021,25.0
Overstay,Colombia,Slovenia,2022,5.0
Overstay,Colombia,Slovenia,2023,5.0
Overstay,Colombia,Slovakia,2023,5.0
Overstay,Costa Rica,Switzerland,2021,5.0
Overstay,Costa Rica,Switzerland,2022,5.0
Overstay,Costa Rica,Switzerland,2023,5.0
Overstay,Costa Rica,Spain,2021,15.0
Overstay,Costa Rica,Spain,2022,20.0
Overstay,Costa Rica,Spain,2023,30.0
Overstay,Cuba,Bulgaria,2022,5.0
Overstay,Cuba,Switzerland,2020,20.0
Overstay,Cuba,Switzerland,2021,15.0
Overstay,Cuba,Switzerland,2022,25.0
Overstay,Cuba,Switzerland,2023,30.0
Overstay,Cuba,Czechia,2021,5.0
Overstay,Cuba,Czechia,2022,10.0
Overstay,Cuba,Czechia,2023,10.0
Overstay,Cuba,Spain,2021,320.0
Overstay,Cuba,Spain,2022,515.0
Overstay,Cuba,Spain,2023,505.0
Overstay,Cuba,France,2021,5.0
Overstay,Cuba,France,2023,5.0
Overstay,Cuba,Croatia,2022,5.0
Overstay,Cuba,Montenegro,2021,5.0
Overstay,Cuba,Montenegro,2022,5.0
Overstay,Cuba,Montenegro,2023,5.0
Overstay,Cuba,Poland,2023,5.0
Overstay,Cuba,Portugal,2022,5.0
Overstay,Cuba,Romania,2021,5.0
Overstay,Cuba,Romania,2022,10.0
Overstay,Cuba,Romania,2023,5.0
Overstay,Cabo Verde,Switzerland,2020,5.0
Overstay,Cabo Verde,Switzerland,2021,5.0
Overstay,Cabo Verde,Switzerland,2022,10.0
Overstay,Cabo Verde,Spain,2021,5.0
Overstay,Cabo Verde,Spain,2022,5.0
Overstay,Cabo Verde,Spain,2023,10.0
Overstay,Cabo Verde,France,2021,5.0
Overstay,Cabo Verde,France,2022,5.0
Overstay,Cabo Verde,France,2023,5.0
Overstay,Cabo Verde,Portugal,2021,90.0
Overstay,Cabo Verde,Portugal,2022,55.0
Overstay,Cabo Verde,Portugal,2023,35.0
Overstay,Cabo Verde,Romania,2023,5.0
Overstay,Djibouti,France,2022,5.0
Overstay,Djibouti,France,2023,5.0
Overstay,Dominica,Spain,2022,5.0
Overstay,Dominica,Romania,2023,5.0
Overstay,Dominican Republic,Switzerland,2020,20.0
Overstay,Dominican Republic,Switzerland,2021,15.0
Overstay,Dominican Republic,Switzerland,2022,20.0
Overstay,Dominican Republic,Switzerland,2023,20.0
Overstay,Dominican Republic,Spain,2021,555.0
Overstay,Dominican Republic,Spain,2022,640.0
Overstay,Dominican Republic,Spain,2023,695.0
Overstay,Dominican Republic,Italy,2023,5.0
Overstay,Algeria,Belgium,2023,5.0
Overstay,Algeria,Bulgaria,2021,5.0
Overstay,Algeria,Bulgaria,2022,5.0
Overstay,Algeria,Switzerland,2020,595.0
Overstay,Algeria,Switzerland,2021,670.0
Overstay,Algeria,Switzerland,2022,810.0
Overstay,Algeria,Switzerland,2023,975.0
Overstay,Algeria,Czechia,2021,5.0
Overstay,Algeria,Czechia,2022,10.0
Overstay,Algeria,Czechia,2023,10.0
Overstay,Algeria,Estonia,2022,5.0
Overstay,Algeria,Greece,2022,5.0
Overstay,Algeria,Spain,2021,2835.0
Overstay,Algeria,Spain,2022,10380.0
Overstay,Algeria,Spain,2023,8620.0
Overstay,Algeria,France,2021,355.0
Overstay,Algeria,France,2022,465.0
Overstay,Algeria,France,2023,815.0
Overstay,Algeria,Croatia,2021,5.0
Overstay,Algeria,Croatia,2022,5.0
Overstay,Algeria,Hungary,2022,5.0
Overstay,Algeria,Ireland,2021,5.0
Overstay,Algeria,Ireland,2022,45.0
Overstay,Algeria,Ireland,2023,55.0
Overstay,Algeria,Italy,2022,5.0
Overstay,Algeria,Malta,2021,5.0
Overstay,Algeria,Malta,2023,5.0
Overstay,Algeria,Norway,2022,5.0
Overstay,Algeria,Portugal,2021,35.0
Overstay,Algeria,Portugal,2022,60.0
Overstay,Algeria,Portugal,2023,65.0
Overstay,Algeria,Romania,2022,5.0
Overstay,Algeria,Romania,2023,10.0
Overstay,Ecuador,Switzerland,2020,10.0
Overstay,Ecuador,Switzerland,2021,20.0
Overstay,Ecuador,Switzerland,2022,15.0
Overstay,Ecuador,Switzerland,2023,15.0
Overstay,Ecuador,Spain,2021,420.0
Overstay,Ecuador,Spain,2022,520.0
Overstay,Ecuador,Spain,2023,615.0
Overstay,Ecuador,Montenegro,2022,5.0
Overstay,Ecuador,Romania,2022,5.0
Overstay,Ecuador,Romania,2023,5.0
Overstay,Egypt,Bulgaria,2022,5.0
Overstay,Egypt,Switzerland,2020,20.0
Overstay,Egypt,Switzerland,2021,30.0
Overstay,Egypt,Switzerland,2022,50.0
Overstay,Egypt,Switzerland,2023,45.0
Overstay,Egypt,Cyprus,2023,155.0
Overstay,Egypt,Czechia,2021,5.0
Overstay,Egypt,Czechia,2022,5.0
Overstay,Egypt,Czechia,2023,10.0
Overstay,Egypt,Denmark,2021,5.0
Overstay,Egypt,Denmark,2022,5.0
Overstay,Egypt,Denmark,2023,5.0
Overstay,Egypt,Estonia,2021,5.0
Overstay,Egypt,Estonia,2022,5.0
Overstay,Egypt,Estonia,2023,5.0
Overstay,Egypt,Spain,2021,35.0
Overstay,Egypt,Spain,2022,70.0
Overstay,Egypt,Spain,2023,55.0
Overstay,Egypt,Finland,2023,5.0
Overstay,Egypt,France,2021,75.0
Overstay,Egypt,France,2022,110.0
Overstay,Egypt,France,2023,140.0
Overstay,Egypt,Croatia,2022,5.0
Overstay,Egypt,Croatia,2023,25.0
Overstay,Egypt,Hungary,2023,5.0
Overstay,Egypt,Ireland,2021,5.0
Overstay,Egypt,Ireland,2022,10.0
Overstay,Egypt,Ireland,2023,20.0
Overstay,Egypt,Italy,2022,15.0
Overstay,Egypt,Italy,2023,25.0
Overstay,Egypt,Malta,2021,70.0
Overstay,Egypt,Malta,2022,5.0
Overstay,Egypt,Malta,2023,5.0
Overstay,Egypt,Poland,2021,5.0
Overstay,Egypt,Poland,2023,5.0
Overstay,Egypt,Romania,2021,10.0
Overstay,Egypt,Romania,2022,40.0
Overstay,Egypt,Romania,2023,70.0
Overstay,Egypt,Sweden,2021,5.0
Overstay,Egypt,Sweden,2022,5.0
Overstay,Egypt,Sweden,2023,5.0
Overstay,Western Sahara,Switzerland,2022,5.0
Overstay,Western Sahara,Switzerland,2023,5.0
Overstay,Eritrea,Switzerland,2020,70.0
Overstay,Eritrea,Switzerland,2021,85.0
Overstay,Eritrea,Switzerland,2022,60.0
Overstay,Eritrea,Switzerland,2023,105.0
Overstay,Eritrea,Spain,2021,10.0
Overstay,Eritrea,Spain,2022,15.0
Overstay,Eritrea,Spain,2023,20.0
Overstay,Eritrea,France,2023,5.0
Overstay,Eritrea,Norway,2023,5.0
Overstay,Eritrea,Portugal,2021,5.0
Overstay,Eritrea,Sweden,2023,10.0
Overstay,Ethiopia,Switzerland,2020,40.0
Overstay,Ethiopia,Switzerland,2021,35.0
Overstay,Ethiopia,Switzerland,2022,15.0
Overstay,Ethiopia,Switzerland,2023,25.0
Overstay,Ethiopia,Czechia,2023,5.0
Overstay,Ethiopia,Denmark,2023,5.0
Overstay,Ethiopia,Spain,2022,5.0
Overstay,Ethiopia,Spain,2023,10.0
Overstay,Ethiopia,Finland,2023,5.0
Overstay,Ethiopia,France,2021,5.0
Overstay,Ethiopia,France,2022,5.0
Overstay,Ethiopia,Norway,2022,10.0
Overstay,Ethiopia,Norway,2023,15.0
Overstay,Ethiopia,Romania,2022,15.0
Overstay,Ethiopia,Romania,2023,35.0
Overstay,Ethiopia,Sweden,2023,5.0
Overstay,Gabon,Switzerland,2020,5.0
Overstay,Gabon,Switzerland,2021,5.0
Overstay,Gabon,Switzerland,2022,5.0
Overstay,Gabon,Switzerland,2023,5.0
Overstay,Gabon,Spain,2022,5.0
Overstay,Gabon,Spain,2023,5.0
Overstay,Gabon,Finland,2023,5.0
Overstay,Gabon,France,2021,10.0
Overstay,Gabon,France,2022,15.0
Overstay,Gabon,France,2023,20.0
Overstay,Georgia,Bulgaria,2021,10.0
Overstay,Georgia,Bulgaria,2022,25.0
Overstay,Georgia,Bulgaria,2023,20.0
Overstay,Georgia,Switzerland,2020,65.0
Overstay,Georgia,Switzerland,2021,70.0
Overstay,Georgia,Switzerland,2022,130.0
Overstay,Georgia,Switzerland,2023,160.0
Overstay,Georgia,Cyprus,2023,245.0
Overstay,Georgia,Czechia,2021,80.0
Overstay,Georgia,Czechia,2022,155.0
Overstay,Georgia,Czechia,2023,300.0
Overstay,Georgia,Denmark,2022,5.0
Overstay,Georgia,Estonia,2021,15.0
Overstay,Georgia,Estonia,2022,40.0
Overstay,Georgia,Estonia,2023,50.0
Overstay,Georgia,Greece,2021,35.0
Overstay,Georgia,Greece,2022,80.0
Overstay,Georgia,Greece,2023,110.0
Overstay,Georgia,Spain,2021,300.0
Overstay,Georgia,Spain,2022,725.0
Overstay,Georgia,Spain,2023,610.0
Overstay,Georgia,France,2021,25.0
Overstay,Georgia,France,2022,65.0
Overstay,Georgia,France,2023,40.0
Overstay,Georgia,Croatia,2023,10.0
Overstay,Georgia,Hungary,2021,495.0
Overstay,Georgia,Hungary,2022,1265.0
Overstay,Georgia,Hungary,2023,1555.0
Overstay,Georgia,Ireland,2021,5.0
Overstay,Georgia,Ireland,2022,85.0
Overstay,Georgia,Ireland,2023,270.0
Overstay,Georgia,Iceland,2021,50.0
Overstay,Georgia,Italy,2022,130.0
Overstay,Georgia,Italy,2023,55.0
Overstay,Georgia,Luxembourg,2023,15.0
Overstay,Georgia,Latvia,2022,80.0
Overstay,Georgia,Latvia,2023,75.0
Overstay,Georgia,Malta,2021,35.0
Overstay,Georgia,Malta,2022,20.0
Overstay,Georgia,Malta,2023,10.0
Overstay,Georgia,Poland,2021,460.0
Overstay,Georgia,Poland,2022,1010.0
Overstay,Georgia,Poland,2023,2245.0
Overstay,Georgia,Portugal,2021,10.0
Overstay,Georgia,Portugal,2022,55.0
Overstay,Georgia,Portugal,2023,5.0
Overstay,Georgia,Romania,2022,5.0
Overstay,Georgia,Romania,2023,5.0
Overstay,Georgia,Sweden,2021,180.0
Overstay,Georgia,Sweden,2022,20.0
Overstay,Georgia,Sweden,2023,20.0
Overstay,Georgia,Slovenia,2021,10.0
Overstay,Georgia,Slovenia,2022,50.0
Overstay,Georgia,Slovenia,2023,50.0
Overstay,Georgia,Slovakia,2021,15.0
Overstay,Georgia,Slovakia,2022,25.0
Overstay,Georgia,Slovakia,2023,50.0
Overstay,Ghana,Switzerland,2020,25.0
Overstay,Ghana,Switzerland,2021,20.0
Overstay,Ghana,Switzerland,2022,10.0
Overstay,Ghana,Switzerland,2023,30.0
Overstay,Ghana,Cyprus,2023,5.0
Overstay,Ghana,Czechia,2022,5.0
Overstay,Ghana,Czechia,2023,5.0
Overstay,Ghana,Denmark,2021,10.0
Overstay,Ghana,Denmark,2022,5.0
Overstay,Ghana,Denmark,2023,5.0
Overstay,Ghana,Spain,2021,220.0
Overstay,Ghana,Spain,2022,305.0
Overstay,Ghana,Spain,2023,310.0
Overstay,Ghana,Finland,2021,5.0
Overstay,Ghana,Finland,2023,5.0
Overstay,Ghana,France,2023,5.0
Overstay,Ghana,Hungary,2022,5.0
Overstay,Ghana,Ireland,2021,5.0
Overstay,Ghana,Ireland,2022,10.0
Overstay,Ghana,Ireland,2023,5.0
Overstay,Ghana,Malta,2021,15.0
Overstay,Ghana,Malta,2023,5.0
Overstay,Ghana,Portugal,2023,5.0
Overstay,Ghana,Romania,2022,15.0
Overstay,Ghana,Romania,2023,5.0
Overstay,"Gambia, The",Switzerland,2020,100.0
Overstay,"Gambia, The",Switzerland,2021,100.0
Overstay,"Gambia, The",Switzerland,2022,85.0
Overstay,"Gambia, The",Switzerland,2023,75.0
Overstay,"Gambia, The",Cyprus,2023,5.0
Overstay,"Gambia, The",Spain,2021,325.0
Overstay,"Gambia, The",Spain,2022,985.0
Overstay,"Gambia, The",Spain,2023,2830.0
Overstay,"Gambia, The",Finland,2021,5.0
Overstay,"Gambia, The",France,2022,5.0
Overstay,"Gambia, The",Italy,2022,5.0
Overstay,"Gambia, The",Portugal,2021,15.0
Overstay,"Gambia, The",Portugal,2022,15.0
Overstay,"Gambia, The",Portugal,2023,10.0
Overstay,"Gambia, The",Sweden,2021,25.0
Overstay,Guinea,Belgium,2023,5.0
Overstay,Guinea,Switzerland,2020,90.0
Overstay,Guinea,Switzerland,2021,85.0
Overstay,Guinea,Switzerland,2022,80.0
Overstay,Guinea,Switzerland,2023,240.0
Overstay,Guinea,Spain,2021,325.0
Overstay,Guinea,Spain,2023,2780.0
Overstay,Guinea,France,2021,5.0
Overstay,Guinea,France,2022,5.0
Overstay,Guinea,France,2023,20.0
Overstay,Guinea,Iceland,2021,5.0
Overstay,Guinea,Portugal,2021,10.0
Overstay,Guinea,Portugal,2022,10.0
Overstay,Guinea,Portugal,2023,10.0
Overstay,Guinea,Romania,2021,5.0
Overstay,Guinea,Romania,2022,5.0
Overstay,Guinea,Romania,2023,10.0
Overstay,Equatorial Guinea,Switzerland,2020,5.0
Overstay,Equatorial Guinea,Switzerland,2021,5.0
Overstay,Equatorial Guinea,Spain,2021,130.0
Overstay,Equatorial Guinea,Spain,2022,160.0
Overstay,Equatorial Guinea,Spain,2023,135.0
Overstay,Equatorial Guinea,Sweden,2021,10.0
Overstay,Guatemala,Switzerland,2022,5.0
Overstay,Guatemala,Spain,2021,120.0
Overstay,Guatemala,Spain,2022,210.0
Overstay,Guatemala,Spain,2023,185.0
Overstay,Guatemala,Poland,2022,5.0
Overstay,Guatemala,Portugal,2022,5.0
Overstay,Guinea-Bissau,Switzerland,2020,20.0
Overstay,Guinea-Bissau,Switzerland,2021,25.0
Overstay,Guinea-Bissau,Switzerland,2022,20.0
Overstay,Guinea-Bissau,Switzerland,2023,25.0
Overstay,Guinea-Bissau,Spain,2021,70.0
Overstay,Guinea-Bissau,Spain,2022,5.0
Overstay,Guinea-Bissau,Spain,2023,280.0
Overstay,Guinea-Bissau,Portugal,2021,70.0
Overstay,Guinea-Bissau,Portugal,2022,45.0
Overstay,Guinea-Bissau,Portugal,2023,35.0
Overstay,Honduras,Switzerland,2020,15.0
Overstay,Honduras,Switzerland,2021,10.0
Overstay,Honduras,Switzerland,2022,5.0
Overstay,Honduras,Switzerland,2023,15.0
Overstay,Honduras,Spain,2021,1350.0
Overstay,Honduras,Spain,2022,2245.0
Overstay,Honduras,Spain,2023,2390.0
Overstay,Honduras,France,2021,5.0
Overstay,Croatia,Austria,2022,
Overstay,Croatia,Belgium,2022,
Overstay,Croatia,Belgium,2023,
Overstay,Croatia,Bulgaria,2022,
Overstay,Croatia,Bulgaria,2023,
Overstay,Croatia,Switzerland,2020,
Overstay,Croatia,Switzerland,2021,
Overstay,Croatia,Switzerland,2022,
Overstay,Croatia,Switzerland,2023,
Overstay,Croatia,Cyprus,2022,
Overstay,Croatia,Cyprus,2023,
Overstay,Croatia,Czechia,2022,
Overstay,Croatia,Czechia,2023,
Overstay,Croatia,Germany,2022,
Overstay,Croatia,Germany,2023,
Overstay,Croatia,Denmark,2022,
Overstay,Croatia,Estonia,2022,
Overstay,Croatia,Estonia,2023,
Overstay,Croatia,Greece,2022,
Overstay,Croatia,Greece,2023,
Overstay,Croatia,Spain,2022,
Overstay,Croatia,Spain,2023,
Overstay,Croatia,Finland,2022,
Overstay,Croatia,Finland,2023,
Overstay,Croatia,Croatia,2022,
Overstay,Croatia,Croatia,2023,
Overstay,Croatia,Hungary,2022,
Overstay,Croatia,Hungary,2023,
Overstay,Croatia,Ireland,2019,
Overstay,Croatia,Ireland,2020,
Overstay,Croatia,Ireland,2021,
Overstay,Croatia,Ireland,2022,
Overstay,Croatia,Ireland,2023,
Overstay,Croatia,Iceland,2021,
Overstay,Croatia,Italy,2021,
Overstay,Croatia,Italy,2022,
Overstay,Croatia,Italy,2023,
Overstay,Croatia,Liechtenstein,2022,
Overstay,Croatia,Liechtenstein,2023,
Overstay,Croatia,Lithuania,2021,
Overstay,Croatia,Lithuania,2022,
Overstay,Croatia,Lithuania,2023,
Overstay,Croatia,Luxembourg,2022,
Overstay,Croatia,Luxembourg,2023,
Overstay,Croatia,Latvia,2022,
Overstay,Croatia,Latvia,2023,
Overstay,Croatia,Montenegro,2022,
Overstay,Croatia,Montenegro,2023,
Overstay,Croatia,Malta,2021,
Overstay,Croatia,Malta,2022,
Overstay,Croatia,Malta,2023,
Overstay,Croatia,Netherlands,2021,
Overstay,Croatia,Netherlands,2022,
Overstay,Croatia,Netherlands,2023,
Overstay,Croatia,Norway,2021,
Overstay,Croatia,Norway,2022,
Overstay,Croatia,Poland,2022,
Overstay,Croatia,Poland,2023,
Overstay,Croatia,Portugal,2022,
Overstay,Croatia,Romania,2022,
Overstay,Croatia,Romania,2023,
Overstay,Croatia,Sweden,2022,
Overstay,Croatia,Sweden,2023,
Overstay,Croatia,Slovenia,2022,
Overstay,Croatia,Slovenia,2023,
Overstay,Croatia,Slovakia,2022,
Overstay,Croatia,Slovakia,2023,
Overstay,Haiti,Spain,2022,5.0
Overstay,Haiti,Spain,2023,5.0
Overstay,Haiti,France,2021,10.0
Overstay,Haiti,France,2022,5.0
Overstay,Haiti,France,2023,15.0
Overstay,Haiti,Romania,2022,5.0
Overstay,Indonesia,Switzerland,2021,5.0
Overstay,Indonesia,Switzerland,2022,25.0
Overstay,Indonesia,Switzerland,2023,50.0
Overstay,Indonesia,Czechia,2021,5.0
Overstay,Indonesia,Czechia,2023,5.0
Overstay,Indonesia,Denmark,2022,5.0
Overstay,Indonesia,Denmark,2023,20.0
Overstay,Indonesia,Spain,2021,5.0
Overstay,Indonesia,Spain,2022,25.0
Overstay,Indonesia,Spain,2023,5.0
Overstay,Indonesia,France,2022,5.0
Overstay,Indonesia,France,2023,10.0
Overstay,Indonesia,Hungary,2023,5.0
Overstay,Indonesia,Latvia,2023,5.0
Overstay,Indonesia,Malta,2021,5.0
Overstay,Indonesia,Malta,2022,5.0
Overstay,Indonesia,Malta,2023,15.0
Overstay,Indonesia,Poland,2022,5.0
Overstay,Indonesia,Poland,2023,20.0
Overstay,Indonesia,Portugal,2022,5.0
Overstay,Indonesia,Romania,2022,15.0
Overstay,Indonesia,Romania,2023,10.0
Overstay,Indonesia,Slovakia,2023,5.0
Overstay,Israel,Bulgaria,2022,25.0
Overstay,Israel,Bulgaria,2023,10.0
Overstay,Israel,Switzerland,2021,5.0
Overstay,Israel,Switzerland,2022,5.0
Overstay,Israel,Switzerland,2023,5.0
Overstay,Israel,Cyprus,2023,5.0
Overstay,Israel,Czechia,2021,5.0
Overstay,Israel,Estonia,2021,5.0
Overstay,Israel,Estonia,2022,5.0
Overstay,Israel,Estonia,2023,10.0
Overstay,Israel,Spain,2021,5.0
Overstay,Israel,Spain,2023,10.0
Overstay,Israel,Finland,2022,5.0
Overstay,Israel,Finland,2023,5.0
Overstay,Israel,Hungary,2021,5.0
Overstay,Israel,Hungary,2022,10.0
Overstay,Israel,Hungary,2023,5.0
Overstay,Israel,Latvia,2022,5.0
Overstay,Israel,Latvia,2023,5.0
Overstay,Israel,Montenegro,2023,5.0
Overstay,Israel,Malta,2022,5.0
Overstay,Israel,Malta,2023,5.0
Overstay,Israel,Romania,2021,5.0
Overstay,Israel,Romania,2022,50.0
Overstay,Israel,Romania,2023,40.0
Overstay,India,Bulgaria,2022,5.0
Overstay,India,Switzerland,2020,30.0
Overstay,India,Switzerland,2021,30.0
Overstay,India,Switzerland,2022,180.0
Overstay,India,Switzerland,2023,245.0
Overstay,India,Cyprus,2023,490.0
Overstay,India,Czechia,2021,15.0
Overstay,India,Czechia,2022,15.0
Overstay,India,Czechia,2023,55.0
Overstay,India,Denmark,2021,15.0
Overstay,India,Denmark,2022,15.0
Overstay,India,Denmark,2023,120.0
Overstay,India,Estonia,2021,5.0
Overstay,India,Estonia,2022,10.0
Overstay,India,Estonia,2023,5.0
Overstay,India,Spain,2021,425.0
Overstay,India,Spain,2022,1195.0
Overstay,India,Spain,2023,1860.0
Overstay,India,Finland,2022,35.0
Overstay,India,Finland,2023,50.0
Overstay,India,France,2021,40.0
Overstay,India,France,2022,75.0
Overstay,India,France,2023,130.0
Overstay,India,Croatia,2021,30.0
Overstay,India,Croatia,2022,40.0
Overstay,India,Croatia,2023,175.0
Overstay,India,Hungary,2021,5.0
Overstay,India,Hungary,2022,5.0
Overstay,India,Hungary,2023,15.0
Overstay,India,Ireland,2021,30.0
Overstay,India,Ireland,2022,60.0
Overstay,India,Ireland,2023,30.0
Overstay,India,Italy,2022,10.0
Overstay,India,Italy,2023,15.0
Overstay,India,Latvia,2023,30.0
Overstay,India,Montenegro,2021,10.0
Overstay,India,Montenegro,2022,5.0
Overstay,India,Montenegro,2023,5.0
Overstay,India,Malta,2021,15.0
Overstay,India,Malta,2022,25.0
Overstay,India,Malta,2023,65.0
Overstay,India,Poland,2021,40.0
Overstay,India,Poland,2022,20.0
Overstay,India,Poland,2023,55.0
Overstay,India,Portugal,2021,50.0
Overstay,India,Portugal,2022,180.0
Overstay,India,Portugal,2023,85.0
Overstay,India,Romania,2021,55.0
Overstay,India,Romania,2022,305.0
Overstay,India,Romania,2023,215.0
Overstay,India,Sweden,2021,15.0
Overstay,India,Sweden,2022,5.0
Overstay,India,Sweden,2023,10.0
Overstay,India,Slovenia,2022,5.0
Overstay,India,Slovakia,2023,5.0
Overstay,Iraq,Bulgaria,2021,25.0
Overstay,Iraq,Bulgaria,2022,10.0
Overstay,Iraq,Bulgaria,2023,10.0
Overstay,Iraq,Switzerland,2020,60.0
Overstay,Iraq,Switzerland,2021,75.0
Overstay,Iraq,Switzerland,2022,55.0
Overstay,Iraq,Switzerland,2023,110.0
Overstay,Iraq,Czechia,2021,5.0
Overstay,Iraq,Czechia,2022,5.0
Overstay,Iraq,Czechia,2023,5.0
Overstay,Iraq,Denmark,2021,15.0
Overstay,Iraq,Denmark,2022,5.0
Overstay,Iraq,Denmark,2023,10.0
Overstay,Iraq,Estonia,2022,5.0
Overstay,Iraq,Spain,2021,20.0
Overstay,Iraq,Spain,2023,35.0
