geo,Number in 1000 persons,year,Sex
Slovakia,1131.9,2017,Females
Slovakia,1138.3,2018,Females
Slovakia,1149.2,2019,Females
Slovakia,1126.6,2020,Females
Slovakia,1182.2,2021,Females
Slovakia,1201.6,2022,Females
Slovakia,1204.7,2023,Females
Slovakia,1195.0,2024,Females
Türkiye,5112.4,2006,Females
Türkiye,5207.2,2007,Females
Türkiye,5441.6,2008,Females
Türkiye,5705.9,2009,Females
Türkiye,6258.4,2010,Females
Türkiye,6778.6,2011,Females
Türkiye,7117.2,2012,Females
Türkiye,7452.4,2013,Females
Türkiye,7508.4,2014,Females
Türkiye,7836.3,2015,Females
Türkiye,8117.8,2016,Females
Türkiye,8522.6,2017,Females
Türkiye,8791.0,2018,Females
Türkiye,8693.7,2019,Females
Türkiye,8108.3,2020,Females
Türkiye,8775.7,2021,Females
Türkiye,9650.8,2022,Females
Türkiye,10045.4,2023,Females
Türkiye,10485.0,2024,Females
United Kingdom,11450.5,1995,Females
United Kingdom,11645.5,1996,Females
United Kingdom,11824.0,1997,Females
United Kingdom,11910.9,1998,Females
United Kingdom,12092.1,1999,Females
United Kingdom,12285.4,2000,Females
United Kingdom,12450.6,2001,Females
United Kingdom,12576.7,2002,Females
United Kingdom,12675.3,2003,Females
United Kingdom,12821.8,2004,Females
United Kingdom,13032.2,2005,Females
United Kingdom,13170.0,2006,Females
United Kingdom,13237.2,2007,Females
United Kingdom,13380.4,2008,Females
United Kingdom,13281.1,2009,Females
United Kingdom,13262.9,2010,Females
United Kingdom,13315.3,2011,Females
United Kingdom,13417.3,2012,Females
United Kingdom,13594.7,2013,Females
United Kingdom,13897.9,2014,Females
United Kingdom,14122.7,2015,Females
United Kingdom,14326.5,2016,Females
United Kingdom,14556.1,2017,Females
United Kingdom,14721.6,2018,Females
United Kingdom,14910.4,2019,Females
Austria,2059.7,1995,Males
Austria,2022.2,1996,Males
Austria,2016.6,1997,Males
Austria,2019.1,1998,Males
Austria,2043.6,1999,Males
Austria,2039.4,2000,Males
Austria,2042.0,2001,Males
Austria,1991.1,2002,Males
Austria,2044.0,2003,Males
Austria,1948.6,2004,Males
Austria,2022.1,2005,Males
Austria,2057.6,2006,Males
Austria,2100.4,2007,Males
Austria,2121.9,2008,Males
Austria,2087.2,2009,Males
Austria,2103.5,2010,Males
Austria,2120.0,2011,Males
Austria,2128.8,2012,Males
Austria,2133.5,2013,Males
Austria,2126.2,2014,Males
Austria,2144.6,2015,Males
Austria,2187.1,2016,Males
Austria,2208.6,2017,Males
Austria,2247.9,2018,Males
Austria,2266.6,2019,Males
Austria,2230.5,2020,Males
Austria,2243.3,2021,Males
Austria,2299.1,2022,Males
Austria,2315.1,2023,Males
Austria,2303.0,2024,Males
Bosnia and Herzegovina,712.7,2021,Males
Bosnia and Herzegovina,724.1,2022,Males
Bosnia and Herzegovina,738.2,2023,Males
Bosnia and Herzegovina,752.2,2024,Males
Belgium,2259.5,1995,Males
Belgium,2253.0,1996,Males
Belgium,2263.5,1997,Males
Belgium,2260.1,1998,Males
Belgium,2282.5,1999,Males
Belgium,2362.4,2000,Males
Belgium,2322.2,2001,Males
Belgium,2316.8,2002,Males
Belgium,2295.3,2003,Males
Belgium,2328.7,2004,Males
Belgium,2361.3,2005,Males
Belgium,2371.1,2006,Males
Belgium,2421.0,2007,Males
Belgium,2438.7,2008,Males
Belgium,2405.6,2009,Males
Belgium,2432.6,2010,Males
Belgium,2434.5,2011,Males
Belgium,2433.4,2012,Males
Belgium,2419.7,2013,Males
Belgium,2402.5,2014,Males
Belgium,2396.9,2015,Males
Belgium,2433.1,2016,Males
Belgium,2461.1,2017,Males
Belgium,2495.2,2018,Males
Belgium,2525.9,2019,Males
Belgium,2515.4,2020,Males
Belgium,2535.8,2021,Males
Belgium,2590.3,2022,Males
Belgium,2607.5,2023,Males
Belgium,2627.6,2024,Males
Bulgaria,1506.4,2000,Males
Bulgaria,1419.0,2001,Males
Bulgaria,1441.9,2002,Males
Bulgaria,1486.0,2003,Males
Bulgaria,1542.1,2004,Males
Bulgaria,1568.6,2005,Males
Bulgaria,1626.1,2006,Males
Bulgaria,1700.5,2007,Males
Bulgaria,1755.5,2008,Males
Bulgaria,1698.7,2009,Males
Bulgaria,1613.6,2010,Males
Bulgaria,1541.1,2011,Males
Bulgaria,1517.2,2012,Males
Bulgaria,1518.0,2013,Males
Bulgaria,1543.3,2014,Males
Bulgaria,1571.7,2015,Males
Bulgaria,1569.3,2016,Males
Bulgaria,1638.6,2017,Males
Bulgaria,1636.6,2018,Males
Bulgaria,1565.6,2019,Males
Bulgaria,1509.3,2020,Males
Bulgaria,1481.3,2021,Males
Bulgaria,1503.2,2022,Males
Bulgaria,1489.8,2023,Males
Bulgaria,1490.4,2024,Males
Switzerland,2077.1,1996,Males
Switzerland,2056.0,1997,Males
Switzerland,2089.4,1998,Males
Switzerland,2095.4,1999,Males
Switzerland,2109.0,2000,Males
Switzerland,2127.1,2001,Males
Switzerland,2116.2,2002,Males
Switzerland,2109.6,2003,Males
Switzerland,2112.8,2004,Males
Switzerland,2118.0,2005,Males
Switzerland,2154.3,2006,Males
Switzerland,2192.8,2007,Males
Switzerland,2218.8,2008,Males
Switzerland,2225.9,2009,Males
Switzerland,2215.5,2010,Males
Switzerland,2252.7,2011,Males
Switzerland,2269.6,2012,Males
Switzerland,2279.8,2013,Males
Switzerland,2300.0,2014,Males
Switzerland,2329.1,2015,Males
Switzerland,2348.5,2016,Males
Switzerland,2375.7,2017,Males
Switzerland,2390.0,2018,Males
Switzerland,2402.1,2019,Males
Switzerland,2395.1,2020,Males
Switzerland,2393.8,2021,Males
Switzerland,2426.5,2022,Males
Switzerland,2462.6,2023,Males
Switzerland,2463.2,2024,Males
Cyprus,161.4,1999,Males
Cyprus,165.7,2000,Males
Cyprus,169.8,2001,Males
Cyprus,169.8,2002,Males
Cyprus,173.6,2003,Males
Cyprus,182.1,2004,Males
Cyprus,189.6,2005,Males
Cyprus,193.5,2006,Males
Cyprus,201.6,2007,Males
Cyprus,202.8,2008,Males
Cyprus,196.1,2009,Males
Cyprus,199.2,2010,Males
Cyprus,200.3,2011,Males
Cyprus,194.1,2012,Males
Cyprus,184.0,2013,Males
Cyprus,179.6,2014,Males
Cyprus,177.9,2015,Males
Cyprus,182.2,2016,Males
Cyprus,190.6,2017,Males
Cyprus,201.4,2018,Males
Cyprus,215.2,2019,Males
Cyprus,218.8,2020,Males
Cyprus,222.7,2021,Males
Cyprus,231.3,2022,Males
Cyprus,235.7,2023,Males
Cyprus,241.4,2024,Males
Czechia,2705.1,1997,Males
Czechia,2677.3,1998,Males
Czechia,2607.0,1999,Males
Czechia,2585.3,2000,Males
Czechia,2591.2,2001,Males
Czechia,2629.5,2002,Males
Czechia,2614.8,2003,Males
Czechia,2602.8,2004,Males
Czechia,2671.1,2005,Males
Czechia,2704.4,2006,Males
Czechia,2764.4,2007,Males
Czechia,2819.9,2008,Males
Czechia,2776.7,2009,Males
Czechia,2752.5,2010,Males
Czechia,2732.8,2011,Males
Czechia,2731.7,2012,Males
Czechia,2742.1,2013,Males
Czechia,2763.5,2014,Males
Czechia,2775.2,2015,Males
Czechia,2805.6,2016,Males
Czechia,2842.9,2017,Males
Czechia,2861.7,2018,Males
Czechia,2862.9,2019,Males
Czechia,2842.0,2020,Males
Czechia,2829.6,2021,Males
Czechia,2798.2,2022,Males
Czechia,2745.3,2023,Males
Czechia,2743.4,2024,Males
Germany,20472.2,1995,Males
Germany,20185.8,1996,Males
Germany,19944.2,1997,Males
Germany,20003.0,1998,Males
Germany,20152.2,1999,Males
Germany,20188.0,2000,Males
Germany,20135.5,2001,Males
Germany,19855.9,2002,Males
Germany,19529.4,2003,Males
Germany,19230.4,2004,Males
Germany,19636.0,2005,Males
Germany,20000.4,2006,Males
Germany,20378.4,2007,Males
Germany,20631.2,2008,Males
Germany,20400.8,2009,Males
Germany,20019.1,2010,Males
Germany,20337.5,2011,Males
Germany,20512.0,2012,Males
Germany,20583.9,2013,Males
Germany,20697.8,2014,Males
Germany,20808.1,2015,Males
Germany,21375.4,2016,Males
Germany,21552.2,2017,Males
Germany,21607.8,2018,Males
Germany,21806.3,2019,Males
Germany,21273.9,2020,Males
Germany,21238.6,2021,Males
Germany,21681.3,2022,Males
Germany,21890.2,2023,Males
Germany,21949.7,2024,Males
Denmark,1423.0,1995,Males
Denmark,1427.9,1996,Males
Denmark,1441.8,1997,Males
Denmark,1428.8,1998,Males
Denmark,1450.7,1999,Males
Denmark,1437.8,2000,Males
Denmark,1435.0,2001,Males
Denmark,1428.9,2002,Males
Denmark,1428.8,2003,Males
Denmark,1439.2,2004,Males
Denmark,1436.3,2005,Males
Denmark,1464.3,2006,Males
Denmark,1460.0,2007,Males
Denmark,1459.5,2008,Males
Denmark,1387.5,2009,Males
Denmark,1351.1,2010,Males
Denmark,1354.1,2011,Males
Denmark,1338.4,2012,Males
Denmark,1332.6,2013,Males
Denmark,1354.4,2014,Males
Denmark,1382.1,2015,Males
Denmark,1399.7,2016,Males
Denmark,1413.7,2017,Males
Denmark,1436.3,2018,Males
Denmark,1458.7,2019,Males
Denmark,1444.0,2020,Males
Denmark,1464.1,2021,Males
Denmark,1486.4,2022,Males
Denmark,1497.5,2023,Males
Denmark,1524.7,2024,Males
Estonia,300.6,1997,Males
Estonia,304.0,1998,Males
Estonia,285.6,1999,Males
Estonia,287.6,2000,Males
Estonia,290.8,2001,Males
Estonia,290.7,2002,Males
Estonia,294.5,2003,Males
Estonia,289.6,2004,Males
Estonia,295.1,2005,Males
Estonia,317.4,2006,Males
Estonia,323.9,2007,Males
Estonia,323.3,2008,Males
Estonia,281.6,2009,Males
Estonia,269.3,2010,Males
Estonia,294.8,2011,Males
Estonia,299.7,2012,Males
Estonia,304.7,2013,Males
Estonia,308.8,2014,Males
Estonia,311.4,2015,Males
Estonia,313.0,2016,Males
Estonia,316.8,2017,Males
Estonia,321.5,2018,Males
Estonia,324.8,2019,Males
Estonia,316.7,2020,Males
Estonia,315.5,2021,Males
Estonia,324.6,2022,Males
Estonia,329.6,2023,Males
Estonia,329.0,2024,Males
Greece,2357.1,1995,Males
Greece,2373.7,1996,Males
Greece,2345.5,1997,Males
Greece,2489.1,1998,Males
Greece,2485.9,1999,Males
Greece,2511.2,2000,Males
Greece,2596.8,2001,Males
Greece,2614.8,2002,Males
Greece,2644.3,2003,Males
Greece,2663.1,2004,Males
Greece,2671.5,2005,Males
Greece,2697.0,2006,Males
Greece,2713.2,2007,Males
Greece,2721.9,2008,Males
Greece,2660.4,2009,Males
Greece,2541.6,2010,Males
Greece,2337.7,2011,Males
Greece,2125.9,2012,Males
Greece,2027.3,2013,Males
Greece,2016.6,2014,Males
Greece,2047.9,2015,Males
Greece,2091.8,2016,Males
Greece,2137.9,2017,Males
Greece,2189.0,2018,Males
Greece,2208.7,2019,Males
Greece,2169.5,2020,Males
Greece,2200.6,2021,Males
Greece,2321.0,2022,Males
Greece,2326.8,2023,Males
Greece,2351.4,2024,Males
Spain,8157.5,1995,Males
Spain,8292.8,1996,Males
Spain,8552.5,1997,Males
Spain,8919.3,1998,Males
Spain,9333.8,1999,Males
Spain,9704.0,2000,Males
Spain,10054.3,2001,Males
Spain,10333.8,2002,Males
Spain,10624.1,2003,Males
Spain,10850.0,2004,Males
Spain,11390.8,2005,Males
Spain,11707.2,2006,Males
Spain,11968.0,2007,Males
Spain,11708.1,2008,Males
Spain,10643.3,2009,Males
Spain,10337.6,2010,Males
Spain,10068.1,2011,Males
Spain,9520.3,2012,Males
Spain,9236.9,2013,Males
Spain,9363.8,2014,Males
Spain,9676.0,2015,Males
Spain,9910.2,2016,Males
Spain,10162.0,2017,Males
Spain,10419.6,2018,Males
Spain,10622.8,2019,Males
Spain,10288.4,2020,Males
Spain,10568.3,2021,Males
Spain,10940.0,2022,Males
Spain,11193.8,2023,Males
Spain,11403.7,2024,Males
Finland,1026.8,1995,Males
Finland,1065.5,1996,Males
Finland,1101.3,1997,Males
Finland,1135.0,1998,Males
Finland,1212.4,1999,Males
Finland,1231.8,2000,Males
Finland,1243.2,2001,Males
Finland,1232.7,2002,Males
Finland,1225.7,2003,Males
Finland,1224.9,2004,Males
Finland,1227.8,2005,Males
Finland,1249.2,2006,Males
Finland,1267.5,2007,Males
Finland,1291.4,2008,Males
Finland,1232.9,2009,Males
Finland,1234.2,2010,Males
Finland,1249.1,2011,Males
Finland,1244.2,2012,Males
Finland,1227.8,2013,Males
Finland,1214.9,2014,Males
Finland,1206.1,2015,Males
Finland,1225.2,2016,Males
Finland,1238.0,2017,Males
Finland,1270.1,2018,Males
Finland,1277.7,2019,Males
Finland,1263.1,2020,Males
Finland,1271.1,2021,Males
Finland,1291.4,2022,Males
Finland,1286.4,2023,Males
Finland,1277.0,2024,Males
France,12100.6,1995,Males
France,12129.1,1996,Males
France,12094.3,1997,Males
France,12213.5,1998,Males
France,12347.1,1999,Males
France,12665.1,2000,Males
France,12986.7,2001,Males
France,13001.9,2002,Males
France,13178.1,2003,Males
France,13191.2,2004,Males
France,13293.7,2005,Males
France,13336.4,2006,Males
France,13467.9,2007,Males
France,13611.8,2008,Males
France,13405.7,2009,Males
France,13426.7,2010,Males
France,13414.6,2011,Males
France,13369.3,2012,Males
France,13294.1,2013,Males
France,13501.4,2014,Males
France,13473.8,2015,Males
France,13531.8,2016,Males
France,13679.0,2017,Males
France,13754.2,2018,Males
France,13718.8,2019,Males
France,13633.3,2020,Males
France,13910.6,2021,Males
France,14170.6,2022,Males
France,14259.4,2023,Males
France,14490.9,2024,Males
Croatia,820.3,2002,Males
Croatia,830.3,2003,Males
Croatia,848.2,2004,Males
Croatia,835.2,2005,Males
Croatia,838.6,2006,Males
Croatia,950.5,2007,Males
Croatia,966.3,2008,Males
Croatia,936.5,2009,Males
Croatia,899.3,2010,Males
Croatia,872.4,2011,Males
Croatia,825.4,2012,Males
Croatia,791.1,2013,Males
Croatia,815.1,2014,Males
Croatia,817.7,2015,Males
Croatia,815.2,2016,Males
Croatia,824.6,2017,Males
Croatia,828.9,2018,Males
Croatia,835.1,2019,Males
Croatia,827.8,2020,Males
Croatia,833.0,2021,Males
Croatia,842.2,2022,Males
Croatia,841.7,2023,Males
Croatia,870.0,2024,Males
Hungary,1970.3,1996,Males
Hungary,1986.9,1997,Males
Hungary,1994.8,1998,Males
Hungary,2067.5,1999,Males
Hungary,2076.9,2000,Males
Hungary,2100.3,2001,Males
Hungary,2098.2,2002,Males
Hungary,2116.1,2003,Males
Hungary,2102.4,2004,Males
Hungary,2101.2,2005,Males
Hungary,2123.2,2006,Males
Hungary,2111.9,2007,Males
Hungary,2075.9,2008,Males
Hungary,2006.5,2009,Males
Hungary,1975.0,2010,Males
Hungary,2000.8,2011,Males
Hungary,2028.7,2012,Males
Hungary,2084.5,2013,Males
Hungary,2202.7,2014,Males
Hungary,2264.3,2015,Males
Hungary,2337.3,2016,Males
Hungary,2389.7,2017,Males
Hungary,2418.8,2018,Males
Hungary,2438.8,2019,Males
Hungary,2408.4,2020,Males
Hungary,2417.1,2021,Males
Hungary,2430.2,2022,Males
Hungary,2437.3,2023,Males
Hungary,2419.1,2024,Males
Ireland,761.2,1995,Males
Ireland,780.4,1996,Males
Ireland,811.9,1997,Males
Ireland,873.8,1998,Males
Ireland,920.7,1999,Males
Ireland,965.4,2000,Males
Ireland,992.2,2001,Males
Ireland,999.3,2002,Males
Ireland,1013.7,2003,Males
Ireland,1038.4,2004,Males
Ireland,1095.3,2005,Males
Ireland,1149.4,2006,Males
Ireland,1232.0,2007,Males
Ireland,1197.1,2008,Males
Ireland,1057.6,2009,Males
Ireland,998.4,2010,Males
Ireland,974.8,2011,Males
Ireland,966.9,2012,Males
Ireland,1007.1,2013,Males
Ireland,1037.7,2014,Males
Ireland,1072.1,2015,Males
Ireland,1107.5,2016,Males
Ireland,1137.0,2017,Males
Ireland,1167.1,2018,Males
Ireland,1196.3,2019,Males
Ireland,1179.9,2020,Males
Ireland,1226.1,2021,Males
Ireland,1314.7,2022,Males
Ireland,1342.4,2023,Males
Ireland,1373.1,2024,Males
Iceland,69.9,1995,Males
Iceland,70.8,1996,Males
Iceland,70.8,1997,Males
Iceland,73.5,1998,Males
Iceland,76.3,1999,Males
Iceland,79.0,2000,Males
Iceland,80.7,2001,Males
Iceland,78.9,2002,Males
Iceland,79.6,2003,Males
Iceland,79.2,2004,Males
Iceland,81.1,2005,Males
Iceland,87.3,2006,Males
Iceland,92.4,2007,Males
Iceland,92.7,2008,Males
Iceland,83.6,2009,Males
Iceland,82.2,2010,Males
Iceland,82.2,2011,Males
Iceland,83.2,2012,Males
Iceland,85.9,2013,Males
Iceland,87.3,2014,Males
Iceland,90.1,2015,Males
Iceland,94.4,2016,Males
Iceland,96.9,2017,Males
Iceland,99.9,2018,Males
Iceland,101.3,2019,Males
Iceland,98.4,2020,Males
Iceland,99.5,2021,Males
Iceland,105.8,2022,Males
Iceland,111.7,2023,Males
Iceland,117.4,2024,Males
Italy,12728.9,1995,Males
Italy,12727.4,1996,Males
Italy,12741.7,1997,Males
Italy,12827.6,1998,Males
Italy,12889.9,1999,Males
Italy,12992.1,2000,Males
Italy,13116.0,2001,Males
Italy,13295.6,2002,Males
Italy,13414.0,2003,Males
Italy,13319.0,2004,Males
Italy,13324.0,2005,Males
Italy,13462.8,2006,Males
Italy,13515.4,2007,Males
Italy,13513.0,2008,Males
Italy,13252.2,2009,Males
Italy,13088.1,2010,Males
Italy,13049.5,2011,Males
Italy,12872.8,2012,Males
Italy,12584.0,2013,Males
Italy,12590.0,2014,Males
Italy,12717.8,2015,Males
Italy,12852.8,2016,Males
Italy,12934.1,2017,Males
Italy,12863.2,2018,Males
Italy,12899.4,2019,Males
Italy,12662.0,2020,Males
Italy,12558.7,2021,Males
Italy,12884.4,2022,Males
Italy,13094.7,2023,Males
Italy,13254.7,2024,Males
Lithuania,748.4,1998,Males
Lithuania,733.9,1999,Males
Lithuania,681.0,2000,Males
Lithuania,658.3,2001,Males
Lithuania,709.7,2002,Males
Lithuania,725.1,2003,Males
Lithuania,719.4,2004,Males
Lithuania,720.1,2005,Males
Lithuania,707.4,2006,Males
Lithuania,719.3,2007,Males
Lithuania,702.8,2008,Males
Lithuania,616.0,2009,Males
Lithuania,578.6,2010,Males
Lithuania,590.2,2011,Males
Lithuania,602.6,2012,Males
Lithuania,620.2,2013,Males
Lithuania,631.7,2014,Males
Lithuania,637.3,2015,Males
Lithuania,643.3,2016,Males
Lithuania,636.1,2017,Males
Lithuania,654.5,2018,Males
Lithuania,655.7,2019,Males
Lithuania,649.9,2020,Males
Lithuania,660.0,2021,Males
Lithuania,663.8,2022,Males
Lithuania,685.1,2023,Males
Lithuania,705.3,2024,Males
Luxembourg,103.9,1995,Males
Luxembourg,104.3,1996,Males
Luxembourg,105.0,1997,Males
Luxembourg,106.0,1998,Males
Luxembourg,107.0,1999,Males
Luxembourg,109.1,2000,Males
Luxembourg,111.0,2001,Males
Luxembourg,112.2,2002,Males
Luxembourg,110.6,2003,Males
Luxembourg,110.8,2004,Males
Luxembourg,112.3,2005,Males
Luxembourg,110.8,2006,Males
Luxembourg,113.5,2007,Males
Luxembourg,115.3,2008,Males
Luxembourg,122.3,2009,Males
Luxembourg,123.5,2010,Males
Luxembourg,125.8,2011,Males
Luxembourg,130.3,2012,Males
Luxembourg,131.5,2013,Males
Luxembourg,134.0,2014,Males
Luxembourg,139.7,2015,Males
Luxembourg,142.0,2016,Males
Luxembourg,144.6,2017,Males
Luxembourg,149.1,2018,Males
Luxembourg,155.3,2019,Males
Luxembourg,154.7,2020,Males
Luxembourg,161.6,2021,Males
Luxembourg,164.1,2022,Males
Luxembourg,169.7,2023,Males
Luxembourg,168.7,2024,Males
Latvia,493.0,1998,Males
Latvia,492.3,1999,Males
Latvia,473.4,2000,Males
Latvia,457.1,2001,Males
Latvia,464.5,2002,Males
Latvia,470.1,2003,Males
Latvia,477.4,2004,Males
Latvia,480.0,2005,Males
Latvia,506.0,2006,Males
Latvia,518.9,2007,Males
Latvia,507.6,2008,Males
Latvia,420.4,2009,Males
Latvia,393.3,2010,Males
Latvia,407.0,2011,Males
Latvia,417.2,2012,Males
Latvia,428.2,2013,Males
Latvia,427.0,2014,Males
Latvia,431.1,2015,Males
Latvia,425.2,2016,Males
Latvia,428.0,2017,Males
Latvia,434.6,2018,Males
Latvia,434.0,2019,Males
Latvia,425.0,2020,Males
Latvia,413.8,2021,Males
Latvia,417.3,2022,Males
Latvia,415.6,2023,Males
Latvia,411.5,2024,Males
Montenegro,108.5,2011,Males
Montenegro,109.8,2012,Males
Montenegro,109.5,2013,Males
Montenegro,117.4,2014,Males
Montenegro,118.0,2015,Males
Montenegro,120.7,2016,Males
Montenegro,125.4,2017,Males
Montenegro,129.0,2018,Males
Montenegro,132.2,2019,Males
Montenegro,119.3,2020,Males
North Macedonia,347.0,2006,Males
North Macedonia,353.9,2007,Males
North Macedonia,368.7,2008,Males
North Macedonia,384.8,2009,Males
North Macedonia,386.9,2010,Males
North Macedonia,385.3,2011,Males
North Macedonia,388.7,2012,Males
North Macedonia,404.3,2013,Males
North Macedonia,416.4,2014,Males
North Macedonia,418.5,2015,Males
North Macedonia,433.4,2016,Males
North Macedonia,445.5,2017,Males
North Macedonia,451.2,2018,Males
North Macedonia,471.6,2019,Males
North Macedonia,464.1,2020,Males
Malta,99.0,2000,Males
Malta,102.7,2001,Males
