reason,apprehen,citizen,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE
Illegal entry,Total,Total,Total,Total,Person,Romania,2022,2330
Illegal entry,Total,Total,Total,Total,Person,Romania,2023,1205
Illegal entry,Total,Total,Total,Total,Person,Sweden,2021,0
Illegal entry,Total,Total,Total,Total,Person,Sweden,2022,0
Illegal entry,Total,Total,Total,Total,Person,Sweden,2023,0
Illegal entry,Total,Total,Total,Total,Person,Slovenia,2021,8990
Illegal entry,Total,Total,Total,Total,Person,Slovenia,2022,30950
Illegal entry,Total,Total,Total,Total,Person,Slovenia,2023,59315
Illegal entry,Total,Total,Total,Total,Person,Slovakia,2021,1445
Illegal entry,Total,Total,Total,Total,Person,Slovakia,2022,11485
Illegal entry,Total,Total,Total,Total,Person,Slovakia,2023,47005
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Austria,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Austria,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Belgium,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Belgium,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Belgium,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Bulgaria,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Bulgaria,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Bulgaria,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2020,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Cyprus,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Cyprus,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Cyprus,2023,25
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Czechia,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Czechia,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Czechia,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Germany,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Germany,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Germany,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Denmark,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Denmark,2022,5
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Denmark,2023,5
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Estonia,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Estonia,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Estonia,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Greece,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Greece,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Greece,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Spain,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Spain,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Spain,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,6635
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Finland,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Finland,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Finland,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,France,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Croatia,2021,5
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Croatia,2022,15
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Croatia,2023,10
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Hungary,2021,20
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Hungary,2022,10
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Hungary,2023,20
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2019,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2020,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Iceland,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Italy,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Italy,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Italy,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Liechtenstein,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Liechtenstein,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Liechtenstein,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2023,6565
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2022,70
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Malta,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Malta,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Malta,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Norway,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Norway,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Poland,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Poland,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Poland,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Romania,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Romania,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Romania,2023,5
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2023,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2021,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2022,0
Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Austria,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Austria,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2020,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,European Union - 27 countries (from 2020),2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,5
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,France,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2019,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2020,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Iceland,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Latvia,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Latvia,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Latvia,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Montenegro,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Montenegro,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Montenegro,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Malta,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Malta,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Malta,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Netherlands,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Netherlands,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Netherlands,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Norway,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Norway,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Poland,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Poland,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Poland,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Portugal,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Portugal,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Portugal,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Romania,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Romania,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Romania,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Sweden,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Sweden,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Sweden,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Slovenia,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Slovenia,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Slovenia,2023,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Slovakia,2021,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Slovakia,2022,0
Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Slovakia,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Austria,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Austria,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Belgium,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Belgium,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Belgium,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Bulgaria,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Bulgaria,2022,620
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Bulgaria,2023,585
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2020,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Cyprus,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Cyprus,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Cyprus,2023,1075
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Czechia,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Czechia,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Czechia,2023,10
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Germany,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Germany,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Germany,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Denmark,2021,60
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Denmark,2022,160
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Denmark,2023,680
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Estonia,2021,70
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Estonia,2022,280
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Estonia,2023,220
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Greece,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Greece,2022,40
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Greece,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Spain,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Spain,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Spain,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,76950
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Finland,2021,65
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Finland,2022,375
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Finland,2023,415
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,France,2021,1790
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,France,2022,2780
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,France,2023,4230
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Croatia,2021,90
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Croatia,2022,140
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Croatia,2023,250
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Hungary,2021,54965
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Hungary,2022,60105
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Hungary,2023,54865
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2019,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2020,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Iceland,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Italy,2021,5
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Italy,2022,1215
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Italy,2023,1830
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Liechtenstein,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Liechtenstein,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Liechtenstein,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Lithuania,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Lithuania,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Lithuania,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Luxembourg,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Luxembourg,2022,5
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Luxembourg,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Latvia,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Latvia,2022,13255
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Latvia,2023,7485
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Montenegro,2021,40
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Montenegro,2022,60
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Montenegro,2023,170
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Malta,2021,280
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Malta,2022,335
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Malta,2023,330
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Netherlands,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Netherlands,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Netherlands,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Norway,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Norway,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Poland,2021,1265
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Poland,2022,1160
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Poland,2023,2485
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Portugal,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Portugal,2022,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Portugal,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Romania,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Romania,2022,1480
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Romania,2023,1710
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Sweden,2021,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Sweden,2022,405
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Sweden,2023,770
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovenia,2021,1815
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovenia,2022,2705
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovenia,2023,0
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovakia,2021,10
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovakia,2022,5
Overstay,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovakia,2023,5
Overstay,In the external border area,Total,Total,Total,Person,Austria,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Austria,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Belgium,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Belgium,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Belgium,2023,0
Overstay,In the external border area,Total,Total,Total,Person,Bulgaria,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Bulgaria,2022,620
Overstay,In the external border area,Total,Total,Total,Person,Bulgaria,2023,585
Overstay,In the external border area,Total,Total,Total,Person,Switzerland,2020,0
Overstay,In the external border area,Total,Total,Total,Person,Switzerland,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Switzerland,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Switzerland,2023,0
Overstay,In the external border area,Total,Total,Total,Person,Cyprus,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Cyprus,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Cyprus,2023,1100
Overstay,In the external border area,Total,Total,Total,Person,Czechia,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Czechia,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Czechia,2023,10
Overstay,In the external border area,Total,Total,Total,Person,Germany,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Germany,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Germany,2023,0
Overstay,In the external border area,Total,Total,Total,Person,Denmark,2021,60
Overstay,In the external border area,Total,Total,Total,Person,Denmark,2022,165
Overstay,In the external border area,Total,Total,Total,Person,Denmark,2023,685
Overstay,In the external border area,Total,Total,Total,Person,Estonia,2021,70
Overstay,In the external border area,Total,Total,Total,Person,Estonia,2022,280
Overstay,In the external border area,Total,Total,Total,Person,Estonia,2023,220
Overstay,In the external border area,Total,Total,Total,Person,Greece,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Greece,2022,40
Overstay,In the external border area,Total,Total,Total,Person,Greece,2023,0
Overstay,In the external border area,Total,Total,Total,Person,Spain,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Spain,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Spain,2023,0
Overstay,In the external border area,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,83590
Overstay,In the external border area,Total,Total,Total,Person,Finland,2021,65
Overstay,In the external border area,Total,Total,Total,Person,Finland,2022,375
Overstay,In the external border area,Total,Total,Total,Person,Finland,2023,415
Overstay,In the external border area,Total,Total,Total,Person,France,2021,1790
Overstay,In the external border area,Total,Total,Total,Person,France,2022,2780
Overstay,In the external border area,Total,Total,Total,Person,France,2023,4230
Overstay,In the external border area,Total,Total,Total,Person,Croatia,2021,100
Overstay,In the external border area,Total,Total,Total,Person,Croatia,2022,155
Overstay,In the external border area,Total,Total,Total,Person,Croatia,2023,265
Overstay,In the external border area,Total,Total,Total,Person,Hungary,2021,54985
Overstay,In the external border area,Total,Total,Total,Person,Hungary,2022,60120
Overstay,In the external border area,Total,Total,Total,Person,Hungary,2023,54885
Overstay,In the external border area,Total,Total,Total,Person,Ireland,2019,0
Overstay,In the external border area,Total,Total,Total,Person,Ireland,2020,0
Overstay,In the external border area,Total,Total,Total,Person,Ireland,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Ireland,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Ireland,2023,0
Overstay,In the external border area,Total,Total,Total,Person,Iceland,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Italy,2021,5
Overstay,In the external border area,Total,Total,Total,Person,Italy,2022,1215
Overstay,In the external border area,Total,Total,Total,Person,Italy,2023,1830
Overstay,In the external border area,Total,Total,Total,Person,Liechtenstein,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Liechtenstein,2022,0
Overstay,In the external border area,Total,Total,Total,Person,Liechtenstein,2023,0
Overstay,In the external border area,Total,Total,Total,Person,Lithuania,2021,0
Overstay,In the external border area,Total,Total,Total,Person,Lithuania,2022,0
